CustomerID,total_transactions,total_products,total_unique_products,total_sales,avg_product_value,avg_cart_value,min_cart_value,max_cart_value
12755,2,4,4,3811.9499999999994,952.9874999999998,1905.975,17.549999999999997,3794.3999999999996
12756,1,4,4,112.08000000000001,28.020000000000003,112.08000000000001,112.08000000000001,112.08000000000001
12757,13,371,237,7857.099999999999,21.178167115902962,604.3923076923076,49.5,1578.8699999999992
12758,2,97,84,2791.590000000001,28.779278350515476,1395.795,1221.3999999999999,1570.1900000000005
12759,3,95,81,1531.4400000000007,16.12042105263159,510.48,444.8,637.7199999999999
12762,2,69,62,1898.5200000000004,27.514782608695658,949.2600000000003,461.5900000000001,1436.9300000000005
12763,2,18,16,494.08,27.448888888888888,247.04,174.0,320.08
12764,1,45,45,1693.8800000000003,37.64177777777778,1693.8800000000003,1693.8800000000003,1693.8800000000003
12766,7,310,205,6989.629999999999,22.547193548387096,998.5185714285714,686.4799999999998,1319.0099999999995
12769,1,32,32,1143.6000000000001,35.737500000000004,1143.6000000000001,1143.6000000000001,1143.6000000000001
12770,1,12,12,1351.4499999999998,112.62083333333332,1351.4499999999998,1351.4499999999998,1351.4499999999998
12772,1,55,55,892.4700000000004,16.22672727272728,892.4700000000004,892.4700000000004,892.4700000000004
12775,5,66,47,1386.0400000000004,21.000606060606067,277.20799999999997,214.45,419.79999999999995
12778,6,50,40,822.2300000000001,16.4446,137.03833333333333,84.0,171.93
12779,8,149,88,3981.360000000003,26.720536912751697,497.66999999999996,25.0,981.9499999999999
12781,2,25,25,826.7400000000001,33.06960000000001,413.37,277.47999999999996,549.26
12782,5,103,81,2330.9200000000014,22.630291262135938,466.184,252.24999999999997,683.93
12783,6,84,76,2225.91,26.49892857142857,370.98499999999996,222.26,642.01
12784,2,59,54,574.42,9.73593220338983,287.21,56.0,518.42
12785,1,14,14,311.95,22.282142857142855,311.95,311.95,311.95
12787,3,20,17,463.65999999999997,23.183,154.5533333333333,119.0,186.56
12789,1,4,4,91.85000000000001,22.962500000000002,91.85000000000001,91.85000000000001,91.85000000000001
12790,1,21,21,324.9200000000001,15.472380952380956,324.9200000000001,324.9200000000001,324.9200000000001
12791,1,2,2,192.60000000000002,96.30000000000001,192.60000000000002,192.60000000000002,192.60000000000002
12792,1,25,25,400.54,16.0216,400.54,400.54,400.54
12793,2,24,21,545.48,22.728333333333335,272.74,131.8,413.68
12794,2,45,43,860.4099999999999,19.120222222222218,430.20500000000004,316.99999999999994,543.4100000000001
12795,1,14,14,430.4800000000001,30.748571428571434,430.4800000000001,430.4800000000001,430.4800000000001
12797,1,13,13,254.03,19.540769230769232,254.03,254.03,254.03
12798,3,8,6,6977.039999999999,872.1299999999999,2325.68,1607.0399999999997,3651.6
12802,1,25,25,427.5799999999999,17.103199999999998,427.5799999999999,427.5799999999999,427.5799999999999
12808,3,28,27,483.65000000000015,17.273214285714293,161.21666666666667,129.4,202.29999999999998
12809,1,25,25,489.31,19.572400000000002,489.31,489.31,489.31
12811,3,31,27,514.85,16.608064516129033,171.61666666666667,27.0,247.60000000000002
12812,1,15,15,229.63999999999993,15.30933333333333,229.63999999999993,229.63999999999993,229.63999999999993
12814,1,2,2,125.92,62.96,125.92,125.92,125.92
12815,2,47,38,1063.46,22.6268085106383,531.7299999999999,448.09999999999997,615.3599999999999
12816,2,29,27,572.2,19.731034482758623,286.1,253.55,318.65000000000003
12817,1,4,4,166.04,41.51,166.04,166.04,166.04
12818,1,14,14,1542.08,110.14857142857143,1542.08,1542.08,1542.08
12865,2,95,86,1568.229999999999,16.507684210526307,784.1149999999998,586.8499999999999,981.3799999999995
12866,1,26,26,559.1199999999999,21.50461538461538,559.1199999999999,559.1199999999999,559.1199999999999
12876,2,85,67,2218.0200000000004,26.094352941176474,1109.0100000000002,726.4300000000003,1491.59
13492,3,50,38,1269.8400000000006,25.396800000000013,423.2799999999999,315.3,593.7399999999998
13493,2,8,6,618.63,77.32875,309.315,179.35,439.28
13501,1,52,52,1340.3199999999997,25.77538461538461,1340.3199999999997,1340.3199999999997,1340.3199999999997
13505,4,215,182,4393.629999999999,20.43548837209302,1098.4075,667.0299999999999,1810.5100000000004
13520,6,93,49,3624.349999999999,38.971505376344076,604.0583333333334,303.4,856.0
13809,1,12,11,155.05,12.920833333333334,155.05,155.05,155.05
13810,3,35,32,1499.01,42.828857142857146,499.67,246.01,653.5
13811,3,13,7,814.5,62.65384615384615,271.5,222.75,333.0
13812,3,36,33,538.9999999999999,14.97222222222222,179.66666666666666,120.38,278.73999999999995
13813,4,69,54,1366.8599999999994,19.809565217391295,341.71500000000003,281.94000000000005,407.54
13814,2,57,37,1579.1200000000001,27.70385964912281,789.56,617.54,961.5799999999999
13815,4,176,132,4027.3599999999983,22.882727272727262,1006.8400000000001,103.2,1965.7400000000002
13816,2,28,25,571.6700000000001,20.416785714285716,285.83500000000004,199.98000000000005,371.69
13817,2,24,20,382.9799999999999,15.957499999999996,191.49,128.7,254.28000000000006
13919,2,28,24,384.81,13.743214285714286,192.40499999999997,171.66,213.14999999999998
14016,4,161,154,4341.21,26.964037267080744,1085.3025,753.74,1477.5599999999997
14265,2,31,31,530.18,17.10258064516129,265.09000000000003,252.05,278.13
14277,3,225,195,4216.200000000001,18.73866666666667,1405.4000000000005,499.3999999999999,2079.3700000000017
14335,2,63,55,468.26,7.432698412698413,234.13,109.01,359.25
14439,1,32,32,2661.24,83.16375,2661.24,2661.24,2661.24
14442,2,63,58,1589.8200000000002,25.2352380952381,794.9100000000001,675.58,914.24
14566,1,4,4,1432.0,358.0,1432.0,1432.0,1432.0
14912,2,27,21,867.8499999999998,32.142592592592585,433.92499999999995,385.06,482.78999999999996
14930,3,128,116,2372.860000000001,18.537968750000008,790.9533333333333,165.58000000000004,1104.1299999999999
14931,5,41,30,1257.68,30.675121951219513,251.53600000000006,198.4,293.0
14932,1,17,17,363.53,21.384117647058822,363.53,363.53,363.53
14934,2,87,68,1890.9400000000005,21.734942528735637,945.4700000000003,828.8400000000004,1062.1000000000001
14935,1,10,10,1784.7099999999998,178.47099999999998,1784.7099999999998,1784.7099999999998,1784.7099999999998
14936,8,364,210,8137.0199999999995,22.354450549450547,1017.1275,33.0,2060.0300000000007
14937,3,34,33,1621.88,47.70235294117647,540.6266666666667,212.4,759.5600000000001
15108,4,60,50,1300.2500000000002,21.670833333333338,325.0625,45.0,676.8
15332,4,35,29,1661.06,47.45885714285714,415.265,15.0,1145.06
15388,1,10,10,140.54,14.053999999999998,140.54,140.54,140.54
15480,1,45,45,905.5,20.122222222222224,905.5,905.5,905.5
16320,2,56,56,1038.46,18.543928571428573,519.2300000000001,185.78000000000003,852.6800000000002
16321,5,12,7,373.65,31.1375,74.72999999999999,67.95,87.75
17097,8,211,153,954.4199999999997,4.523317535545022,119.30250000000004,13.25,174.72000000000006
17404,15,198,111,31906.819999999992,161.14555555555552,2127.121333333333,15.0,5296.960000000001
17443,1,1,1,534.24,534.24,534.24,534.24,534.24
17444,3,135,132,2940.0400000000013,21.778074074074084,980.0133333333334,550.94,1217.6399999999999
17508,1,22,22,387.31,17.605,387.31,387.31,387.31
17828,4,67,54,1820.0900000000006,27.16552238805971,455.02250000000004,30.0,833.1600000000001
17829,1,30,30,889.24,29.641333333333332,889.24,889.24,889.24
17844,1,5,5,51.56,10.312000000000001,51.56,51.56,51.56
